Name of the Plant,Family,Common Name,Link,Uses
Cordia dichotoma  Forst.,BORAGINACEAE,"Lasora, Chota lasora",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009717&column=szBarcode,"""UNKNOWN USE"""
Cordia gharaf  (Forst.) Ehrenb. ex Aschers.,BORAGINACEAE,Gondni,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009715&column=szBarcode,"""UNKNOWN USE"""
Cordia myxa  Roxb.,BORAGINACEAE,"Lasora, Chota lasora",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009713&column=szBarcode,"""UNKNOWN USE"""
Cordia myxa  Roxb. (non L.),BORAGINACEAE,"Lasora, Chota lasora",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009714&column=szBarcode,"""UNKNOWN USE"""
Cordia obliqua  Willd.,BORAGINACEAE,"Lasora, Chota lasora",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009711&column=szBarcode,"""UNKNOWN USE"""
Cordia vestita  (DC) Hook.f. & Thomson,BORAGINACEAE,"Kumpaiman, Bairola",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009719&column=szBarcode,"""UNKNOWN USE"""
Coriandrum sativum  L.,APIACEAE,"Dhania, Dhanya",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013740&column=szBarcode,"""UNKNOWN USE"""
Coriaria nepalensis  Wall.,CORIARIACEAE,"Masuri, Makola",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003560&column=szBarcode,"""UNKNOWN USE"""
Corydalis govaniana  Wall.,FUMARIACEAE,Bhutkis,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003769&column=szBarcode,"""UNKNOWN USE"""
Corydalis vaginans  Royle,FUMARIACEAE,Mamiran (Kurra Valley),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003770&column=szBarcode,"""UNKNOWN USE"""
Corylus jacquemontii  Decne.,BETULACEAE,Thangi (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008924&column=szBarcode,"""UNKNOWN USE"""
Coscinium fenestratum  (Gaertn.) Colebr.,MENISPERMACEAE,"Jhar-i-huldi, Haldigachi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013993&column=szBarcode,"""UNKNOWN USE"""
Cosmostigma racemosum  (Roxb.) Wight,ASCLEPIADACEAE,Shendvel (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009240&column=szBarcode,"""UNKNOWN USE"""
Costus speciosus  (Koen. ex Retz.),ZINGIBERACEAE,"Keu, Kemuka",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003136&column=szBarcode,"""UNKNOWN USE"""
Cotinus coggygria  Scop.,ANACARDIACEAE,Tunga (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003566&column=szBarcode,"""UNKNOWN USE"""
Cotoneaster bacillaris  Wall. ex. Lindl.,ROSACEAE,Ri (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013734&column=szBarcode,"""UNKNOWN USE"""
Cotoneaster microphylla  Wall. ex. Lindl.,ROSACEAE,Khariz (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013735&column=szBarcode,"""UNKNOWN USE"""
Cotula anthemoides  L.,ASTERACEAE,Babuna (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013150&column=szBarcode,"""UNKNOWN USE"""
Crataeva nurvula  Buch-Ham.,CAPPARACEAE,"Barna, Bilasi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003727&column=szBarcode,"""UNKNOWN USE"""
Cratoxylum cochinchinense  (Lour.) Blume,HYPERICACEAE,Derum Selunchor,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003815&column=szBarcode,"""UNKNOWN USE"""
Crescentia cujute  L.,BIGNONIACEAE,Bilayati Bel,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009663&column=szBarcode,"""UNKNOWN USE"""
Cressa cretica  L.,CONVOLVULACEAE,Rudravanti,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009704&column=szBarcode,"""UNKNOWN USE"""
Crinum asiaticum  L.,AMARYLLIDACEAE,"Badakanvar, Pindar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003127&column=szBarcode,"""UNKNOWN USE"""
Crinum defixum  Ker.-Gawl.,AMARYLLIDACEAE,Sukdarshan (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003129&column=szBarcode,"""UNKNOWN USE"""
Crinum latifolium  L.,AMARYLLIDACEAE,Sukhdarshan ( Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003251&column=szBarcode,"""UNKNOWN USE"""
Crocus sativus  L.,IRIDACEAE,"Kesar, Zafran",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003132&column=szBarcode,"""UNKNOWN USE"""
Crotalaria albida  B.Heyne ex Roth.,FABACEAE,Ban-methi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003623&column=szBarcode,"""UNKNOWN USE"""
Crotalaria burhia  Buch.-Ham ex Benth.,FABACEAE,Ghagari (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003709&column=szBarcode,"""UNKNOWN USE"""
Crotalaria juncea  L.,FABACEAE,Sannai Sunn,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003704&column=szBarcode,"""UNKNOWN USE"""
Crotalaria laburnifolia  L.,FABACEAE,Muna,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003701&column=szBarcode,"""UNKNOWN USE"""
Crotalaria pallida  Aiton,FABACEAE,"Sen, San",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003699&column=szBarcode,"""UNKNOWN USE"""
Crotalaria prostrata  Rottl. ex Willd.,FABACEAE,"Vishnukarni, Chotojhunjhuni (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003710&column=szBarcode,"""UNKNOWN USE"""
Crotalaria retusa  L.,FABACEAE,Ghunghunian,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003707&column=szBarcode,"""UNKNOWN USE"""
Crotalaria sericea  Retz.,FABACEAE,Jhunjhunia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003706&column=szBarcode,"""UNKNOWN USE"""
Croton bonplandianum  Baill.,EUPHORBIACEAE,Kukka mirapa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008993&column=szBarcode,"""UNKNOWN USE"""
Croton caudatus  Geisel.,EUPHORBIACEAE,Nanbhantur (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008997&column=szBarcode,"""UNKNOWN USE"""
Croton oblongifolius  Roxb.,EUPHORBIACEAE,Chucka,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008999&column=szBarcode,"""UNKNOWN USE"""
Croton tiglium  L.,EUPHORBIACEAE,Jamalgota,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008992&column=szBarcode,"""UNKNOWN USE"""
Cryptocarya wightiana  Thwaites,LAURACEAE,Neela Vriksha (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008863&column=szBarcode,"""UNKNOWN USE"""
Cryptolepis buchananii R.Br. ex  Roem. & Schult.,ASCLEPIADACEAE,"Karanta, Kalisar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009245&column=szBarcode,"""UNKNOWN USE"""
Cucubalus bacciferous  L.,CARYOPHYLLACEAE,Berry-bearing Catchfly (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003827&column=szBarcode,"""UNKNOWN USE"""
Cucumis callosus  (Rottl.) Cogn.,CUCURBITACEAE,Kharbooza,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013784&column=szBarcode,"""UNKNOWN USE"""
Cucumis melo  L.,CUCURBITACEAE,Kharbuja,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013785&column=szBarcode,"""UNKNOWN USE"""
Cucumis prophetarum  L.,CUCURBITACEAE,Khad-Kachar (Rajasthan),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013783&column=szBarcode,"""UNKNOWN USE"""
Cucumis sativus  L.,CUCURBITACEAE,Khira,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013782&column=szBarcode,"""UNKNOWN USE"""
Cucurbita maxima  Duchesne,CUCURBITACEAE,"Lal kumra, Mitha kumra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013778&column=szBarcode,"""UNKNOWN USE"""
Cucurbita pepo  L.,CUCURBITACEAE,"Kumra, Safedkaddu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013779&column=szBarcode,"""UNKNOWN USE"""
Cupressus sempervirens  L.,CUPRESSACEAE,"Sara, Saras",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009743&column=szBarcode,"""UNKNOWN USE"""
Curculigo orchioides  Gaertn.,AMARYLLIDACEAE,"Kali musli, Syahmusali",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003115&column=szBarcode,"""UNKNOWN USE"""
Curcuma angustifolia  Roxb.,ZINGIBERACEAE,Tikhur,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003145&column=szBarcode,"""UNKNOWN USE"""
Curcuma aromatica  Salisb.,ZINGIBERACEAE,Jangli-haldi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003144&column=szBarcode,"""UNKNOWN USE"""
Curcuma leucorrhiza  Roxb.,ZINGIBERACEAE,Tikar (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003147&column=szBarcode,"""UNKNOWN USE"""
Curcuma longa  L.,ZINGIBERACEAE,"Haldi, Halada",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003148&column=szBarcode,"""UNKNOWN USE"""
Curcuma rubescens  Roxb.,ZINGIBERACEAE,Ruby (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003149&column=szBarcode,"""UNKNOWN USE"""
Curcuma zeodoria  Roxb.,ZINGIBERACEAE,Kachura,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003146&column=szBarcode,"""UNKNOWN USE"""
Cuscuta chinensis  Lam.,CONVOLVULACEAE,Dodder (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009701&column=szBarcode,"""UNKNOWN USE"""
Cuscuta hyalina  Roth.,CONVOLVULACEAE,Niradhari,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009702&column=szBarcode,"""UNKNOWN USE"""
Cuscuta reflexa  Roxb.,CONVOLVULACEAE,"Akasbel, Amarbel",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009703&column=szBarcode,"""UNKNOWN USE"""
Cyathula prostrata  Blume,AMARANTHACEAE,Lal Chirchita,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008909&column=szBarcode,"""UNKNOWN USE"""
Cycas circinalis  L.,CYCADACEAE,Jangli-madan-mast-ka-phul,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009738&column=szBarcode,"""UNKNOWN USE"""
Cycas rumphii  Miq.,CYCADACEAE,Kama (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009737&column=szBarcode,"""UNKNOWN USE"""
Cyclea peltata  Hook.f. & Thomson,MENISPERMACEAE,Bruhat patha (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013498&column=szBarcode,"""UNKNOWN USE"""
Cydonia oblonga  Mill.,ROSACEAE,Bihi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013723&column=szBarcode,"""UNKNOWN USE"""
Cymbidium simulans  Rolfe,ORCHIDACEAE,Aloe-leafed Cymbidium (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003913&column=szBarcode,"""UNKNOWN USE"""
Cymbopogon flexuosus  (Nees ex Steud.) Will.Watson,POACEAE,"Lemongrass (Eng.), Kodi-pullu (Mal.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003173&column=szBarcode,"""UNKNOWN USE"""
Cymbopogon jwarancusa  (Jones) Schult.,POACEAE,Lamajjaka (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003174&column=szBarcode,"""UNKNOWN USE"""
Cymbopogon martinii  (Roxb.) Will.Watson,POACEAE,Gandh bel,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003171&column=szBarcode,"""UNKNOWN USE"""
Cymbopogon nardus  (L.) Rendle,POACEAE,Ganjni,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003172&column=szBarcode,"""UNKNOWN USE"""
Cymbopogon schoenanthus  (L.) Spreng.,POACEAE,Rousaghas,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003175&column=szBarcode,"""UNKNOWN USE"""
Cynara scolymus  L.,ASTERACEAE,"Hathichak, Hathi-choke",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013671&column=szBarcode,"""UNKNOWN USE"""
Cynodon dactylon  (L.) Pers.,POACEAE,"Dhub, Hariali",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003247&column=szBarcode,"""UNKNOWN USE"""
Cynoglossum glochidiatum  Wall. ex Benth.,BORAGINACEAE,Dhalabrauisabta (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009726&column=szBarcode,"""UNKNOWN USE"""
Cynoglossum lanceolatum  Forsk.,BORAGINACEAE,Kuro (Nepali),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009725&column=szBarcode,"""UNKNOWN USE"""
Cynometra ramiflora  L.,CAESALPINIACEAE,Madhuka (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003480&column=szBarcode,"""UNKNOWN USE"""
Cyperus articulatus  L.,CYPERACEAE,Guinea Rush (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003245&column=szBarcode,"""UNKNOWN USE"""
Cyperus iria  L.,CYPERACEAE,Bara chuncha (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003240&column=szBarcode,"""UNKNOWN USE"""
Cyperus rotundus  L.,CYPERACEAE,"Motha, Mutha (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003241&column=szBarcode,"""Dried tuberous roots are aromatic used in diuretic diaphoretic, and astringent properties; used in stomach and bowel complaints."""
Cyperus stoloniferous  Retz.,CYPERACEAE,Jatamasi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003243&column=szBarcode,"""UNKNOWN USE"""
Cyperus triceps  (Rottb.) Endl.,CYPERACEAE,Nirbisi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003239&column=szBarcode,"""UNKNOWN USE"""
Cyrtophyllum peregrinum  Blume,LOGANIACEAE,Anan (Burma),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013558&column=szBarcode,"""UNKNOWN USE"""
Cytisus scoparius  Link.,FABACEAE,Scotch broom (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003697&column=szBarcode,"""UNKNOWN USE"""
Dactyloctenium aegyptium  (L.) Willd.,POACEAE,"Makra, Makri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003192&column=szBarcode,"""UNKNOWN USE"""
Dactylorhiza hatagirea  (D. Don) Soo,ORCHIDACEAE,"Salampanja, Salam",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003157&column=szBarcode,"""UNKNOWN USE"""
Dalbergia lanceolaria  L.f.,FABACEAE,"Takoli, Bithua",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003647&column=szBarcode,"""UNKNOWN USE"""
Dalbergia latifolia  Roxb.,FABACEAE,Shisham,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003649&column=szBarcode,"""UNKNOWN USE"""
Dalbergia pinnata  (Lour.) Prain.,FABACEAE,Keti (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003645&column=szBarcode,"""UNKNOWN USE"""
Dalbergia sissoo  Roxb. ex DC.,FABACEAE,"Shisham, Sissu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003651&column=szBarcode,"""UNKNOWN USE"""
Dalbergia spinosa  Roxb.,FABACEAE,Chillanki (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003642&column=szBarcode,"""UNKNOWN USE"""
Dalbergia stipulacea  Roxb.,FABACEAE,Tateberi (Nepal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003643&column=szBarcode,"""UNKNOWN USE"""
Dalbergia volubilis  Roxb.,FABACEAE,Bhatia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003644&column=szBarcode,"""UNKNOWN USE"""
Daphne oleoides  Schreb.,THYMELAEACEAE,Kutilal (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009032&column=szBarcode,"""UNKNOWN USE"""
Daphne papyracea  Wall. ex Steud.,THYMELAEACEAE,Satpura setburwa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009030&column=szBarcode,"""UNKNOWN USE"""
Datisca cannabina  L.,DATISCACEAE,Akalbir,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013773&column=szBarcode,"""UNKNOWN USE"""
Datura innoxia  Mill.,SOLANACEAE,Safed Dhatura,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009687&column=szBarcode,"""UNKNOWN USE"""
Datura metal  L.,SOLANACEAE,Sadahdhatura,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009684&column=szBarcode,"""UNKNOWN USE"""
Datura stramonium  L.,SOLANACEAE,Dhatura,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009685&column=szBarcode,"""UNKNOWN USE"""
Daucas carota  L.,APIACEAE,Gajar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013739&column=szBarcode,"""UNKNOWN USE"""
Decalepis hamiltonii  Wight & Arn.,ASCLEPIADACEAE,Mahali kizhangu (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009242&column=szBarcode,"""UNKNOWN USE"""
Deeringia amaranthoides  Merill.,AMARANTHACEAE,Latman,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008905&column=szBarcode,"""UNKNOWN USE"""
Delonix elata  (L.) Gamble,CAESALPINIACEAE,Sankasura (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003516&column=szBarcode,"""UNKNOWN USE"""
Delphinium brunonianum  Royle,RANUNCULACEAE,Laskar (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009940&column=szBarcode,"""UNKNOWN USE"""
Delphinium denudatum  Wall. ex Hook.f. & Thomson,RANUNCULACEAE,"Jadwar, Nirbisi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009939&column=szBarcode,"""UNKNOWN USE"""
Delphinium vestitum  Wall. ex Royle,RANUNCULACEAE,"Juha, Kalulu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009942&column=szBarcode,"""UNKNOWN USE"""
Dendrobium crumenatum  Sw.,ORCHIDACEAE,Pigeon Orchid (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003915&column=szBarcode,"""UNKNOWN USE"""
Dendrobium ovatum  (L.) Kraenzl.,ORCHIDACEAE,Nagli (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003912&column=szBarcode,"""UNKNOWN USE"""
Dendrocalamus strictus  (Roxb.) Nees,POACEAE,"Bans kaban, Bans khurd",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003178&column=szBarcode,"""UNKNOWN USE"""
Dendrocnide sinuata  (Bl.) Chaw.,URTICACEAE,"Morange, Utigun",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009011&column=szBarcode,"""UNKNOWN USE"""
Dendrophthoe elastica  (Desr.) Danser,LORANTHACEAE,Andagan (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009019&column=szBarcode,"""UNKNOWN USE"""
Dendrophthoe falcata  (L.f.) Ettingshausen,LORANTHACEAE,Banda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009018&column=szBarcode,"""UNKNOWN USE"""
Derris ferruginea  (Roxb.) Benth.,FABACEAE,"Ruphang-doukha, Aru (Assam)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003636&column=szBarcode,"""UNKNOWN USE"""
Derris indica  (Lam.) Bennet.,FABACEAE,"Karanj, Dithori",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003635&column=szBarcode,"""UNKNOWN USE"""
Derris scandens  (Roxb.) ex. Benth.,FABACEAE,Gonj,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003640&column=szBarcode,"""UNKNOWN USE"""
Derris trifoliata  Lour.,FABACEAE,Panlata (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003638&column=szBarcode,"""UNKNOWN USE"""
Descurainia sophia  (L.) Webb ex Prantl,BRASSICACEAE,Khubkallana,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013868&column=szBarcode,"""UNKNOWN USE"""
Desmodium elegans  DC.,FABACEAE,Sambar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003672&column=szBarcode,"""UNKNOWN USE"""
Desmodium gangeticum  (L.) DC.,FABACEAE,"Sarivan, Salpan",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003682&column=szBarcode,"""UNKNOWN USE"""
Desmodium heterocarpon  (L.) DC.,FABACEAE,Chepputatta (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003680&column=szBarcode,"""UNKNOWN USE"""
Desmodium pulchellum  (L.) Benth.,FABACEAE,"Chapor, Dheknanadak (Local names)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003679&column=szBarcode,"""UNKNOWN USE"""
Desmodium triflorum  (L.) DC.,FABACEAE,Kudaliya,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003675&column=szBarcode,"""UNKNOWN USE"""
Desmodium triquetrum  (L.) DC.,FABACEAE,Adkhapanal (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003676&column=szBarcode,"""UNKNOWN USE"""
Desmos chinensis  Lour.,ANNONACEAE,Aitaala (Kannada),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013998&column=szBarcode,"""UNKNOWN USE"""
Desmos cochinchinensis  Lour.,ANNONACEAE,Dwarf ylang-ylang (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013996&column=szBarcode,"""UNKNOWN USE"""
Desmostachya bipinnata  (L.) Stapf,POACEAE,"Dab, Durva",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003183&column=szBarcode,"""UNKNOWN USE"""
Dianthus anatolicus  Boiss.,CARYOPHYLLACEAE,Kanturiyan (Indian Bazaars),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003829&column=szBarcode,"""UNKNOWN USE"""
Dianthus caryophyllus  L.,CARYOPHYLLACEAE,Clove pink (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003830&column=szBarcode,"""UNKNOWN USE"""
Dichroa febrifuga  Lour.,SAXIFRAGACEAE,Basak,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013706&column=szBarcode,"""UNKNOWN USE"""
Dichrostachys cinerea  (L.) Wight & Arn.,MIMOSACEAE,"Kheri, Vartuli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003476&column=szBarcode,"""UNKNOWN USE"""
Dicliptera bupleuroides  Nees,ACANTHACEAE,Bouna (Simla),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009064&column=szBarcode,"""UNKNOWN USE"""
Dicoma tomentosa  Cass.,ASTERACEAE,Navananjichapala (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013673&column=szBarcode,"""UNKNOWN USE"""
Dictamnus albus  L.,RUTACEAE,Burning Bush (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009976&column=szBarcode,"""UNKNOWN USE"""
Didymocarpus pedicillatus  R.Br.,GESNERIACEAE,Pathar phori,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009668&column=szBarcode,"""UNKNOWN USE"""
